alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
ARG,Argentina,32,2010,1805957,40895752,4.416001446800636,4223,938087,1805957,0.022938494932187577
ARG,Argentina,32,2015,2086302,43075416,4.843370520205772,4285,946885,2086302,0.02198202798552195
ARG,Argentina,32,2019,2212879,44780677,4.941593446655574,7515,1013489,2212879,0.022632284009462385
BOL,Bolivia (Plurinational State of),68,1990,73758,6864842,1.0744311376722144,235,224693,73758,0.03273097909609573
BOL,Bolivia (Plurinational State of),68,1995,83598,7622338,1.096750104757884,685,283540,83598,0.037198560336736575
BOL,Bolivia (Plurinational State of),68,2000,92658,8418264,1.1006782395990433,354,344713,92658,0.04094822875595253
BOL,Bolivia (Plurinational State of),68,2005,107745,9232306,1.167043206756795,538,543783,107745,0.05890001912848209
BOL,Bolivia (Plurinational State of),68,2010,122846,10048590,1.222519776406441,736,780095,122846,0.0776322847285042
BOL,Bolivia (Plurinational State of),68,2015,142989,10869730,1.3154788573405227,756,825842,142989,0.07597631219910707
BOL,Bolivia (Plurinational State of),68,2019,156114,11513100,1.3559684185840477,775,878228,156114,0.0762807584403853
BRA,Brazil,76,1990,798517,149003223,0.5359058575531618,5333,500392,798517,0.003358262928312631
BRA,Brazil,76,1995,741557,162019896,0.45769502283842967,19605,751469,741557,0.004638127900045066
BRA,Brazil,76,2000,684596,174790340,0.39166695367718835,0,970453,684596,0.005552097444286681
BRA,Brazil,76,2005,638582,186127103,0.3430892060894538,3653,1220052,638582,0.006554940040086478
BRA,Brazil,76,2010,592568,195713635,0.3027729774678192,5157,1518343,592568,0.00775798272818345
BRA,Brazil,76,2015,716568,204471769,0.35044837901314385,35786,1530891,716568,0.007487053139350499
BRA,Brazil,76,2019,807006,211049527,0.38237754496365206,96010,1745454,807006,0.008270352579373466
CHL,Chile,152,1990,107501,13274623,0.8098233750216485,179,493026,107501,0.03714048979018086
CHL,Chile,152,1995,142417,14380866,0.9903228359126635,262,499207,142417,0.03471327804598138
CHL,Chile,152,2000,177332,15342353,1.1558331371987074,344,512014,177332,0.033372586330141146
CHL,Chile,152,2005,276360,16182721,1.707747417755024,983,542211,276360,0.03350555200203971
CHL,Chile,152,2010,375388,17062536,2.200071548566989,1621,570644,375388,0.03344426643261002
CHL,Chile,152,2015,639724,17969353,3.560083660218596,2913,620024,639724,0.034504525566390734
CHL,Chile,152,2019,939992,18952038,4.95984653471041,10346,650255,939992,0.03431055805185701
COL,Colombia,170,1990,104277,33102574.999999996,0.3150117475755285,580,1009935,104277,0.03050925796558123
COL,Colombia,170,1995,106943,36421438,0.29362651743734003,408,1217608,106943,0.03343107979426842
COL,Colombia,170,2000,109609,39629968,0.2765810964066385,235,1436444,109609,0.03624640827365796
COL,Colombia,170,2005,107612,42647723,0.25232765650817984,224,1887924,107612,0.04426787333992016
COL,Colombia,170,2010,124271,45222700,0.2747978338312397,212,2526525,124271,0.0558685129370869
COL,Colombia,170,2015,139134,47520667,0.2927862944347982,6899,2703845,139134,0.05689829648224424
COL,Colombia,170,2019,1142319,50339443,2.26923249826185,8390,2869305,1142319,0.05699914081290093
ECU,Ecuador,218,1990,78663,10230934,0.7688740832459676,634,214008,78663,0.0209177383022899
ECU,Ecuador,218,1995,115093,11455204,1.004722395166424,796,326230,115093,0.02847875952274617
ECU,Ecuador,218,2000,151523,12681123,1.1948705173824117,958,446391,151523,0.03520121995504657
ECU,Ecuador,218,2005,187404,13825847,1.3554612603481002,10063,987059,187404,0.07139229878646856
ECU,Ecuador,218,2010,325366,15011117,2.167500259973991,121249,1152628,325366,0.07678495877422047
ECU,Ecuador,218,2015,387513,16212020,2.390282025312083,133118,1130997,387513,0.06976286730462952
ECU,Ecuador,218,2019,381507,17373662,2.195892840553707,104185,1183744,381507,0.0681343979179519
FLK,Falkland Islands (Malvinas),238,1990,855,1982,43.138244197780026,0,260,855,0.1311806256306761
FLK,Falkland Islands (Malvinas),238,1995,868,2490,34.859437751004016,0,763,868,0.306425702811245
FLK,Falkland Islands (Malvinas),238,2000,1067,2892,36.89488243430152,0,1264,1067,0.43706777316735823
FLK,Falkland Islands (Malvinas),238,2005,1166,2935,39.7274275979557,0,1099,1166,0.37444633730834753
FLK,Falkland Islands (Malvinas),238,2010,1436,2901,49.50017235436057,0,1169,1436,0.40296449500172354
FLK,Falkland Islands (Malvinas),238,2015,1571,2834,55.43401552575864,0,1454,1571,0.5130557515878617
FLK,Falkland Islands (Malvinas),238,2019,1902,3377,56.322179449215284,0,1623,1902,0.48060408646727865
GUF,French Guiana,254,1990,63612,115784,54.94023353831271,6601,2844,63612,0.024562979340841565
GUF,French Guiana,254,1995,70131,137400,51.0414847161572,3301,3227,70131,0.02348617176128093
GUF,French Guiana,254,2000,76649,163165,46.97637360953637,0,3648,76649,0.022357736034075936
GUF,French Guiana,254,2005,86468,202971,42.60115977159298,0,3808,86468,0.01876130087549453
GUF,French Guiana,254,2010,96288,233002,41.32496716766379,0,3942,96288,0.016918309714079708
GUF,French Guiana,254,2015,106108,260999.00000000003,40.654561894873154,0,4413,106108,0.016908110759045053
GUF,French Guiana,254,2019,117372,290832,40.35731968971778,0,4556,117372,0.01566540133135281
GUY,Guyana,328,1990,4095,743309,0.5509148954203434,0,233731,4095,0.31444661641390054
GUY,Guyana,328,1995,6352,761291,0.8343721389061475,0,296132,6352,0.3889866030203956
GUY,Guyana,328,2000,8610,746715,1.1530503605793374,0,363434,8610,0.4867104584747862
GUY,Guyana,328,2005,10868,746163,1.4565182138487167,4,393980,10868,0.5280079553663207
GUY,Guyana,328,2010,13126,749436,1.7514504240522204,7,439451,13126,0.5863756211337593
GUY,Guyana,328,2015,15384,767432,2.0046075743518643,11,483491,15384,0.6300115189358797
GUY,Guyana,328,2019,15699,782766,2.0055802117107797,7,520538,15699,0.6649982242458155
PRY,Paraguay,600,1990,195884,4223415,4.638047646276769,66,297979,195884,0.07055404216729827
PRY,Paraguay,600,1995,186570,4776843,3.905717646571177,60,336064,186570,0.0703527413398347
PRY,Paraguay,600,2000,176608,5323201,3.317703013656632,23,374876,176608,0.07042304057276816
PRY,Paraguay,600,2005,168243,5824096,2.888740158129262,58,545839,168243,0.09372081092069912
PRY,Paraguay,600,2010,160299,6248020,2.56559678106024,115,766008,160299,0.12260011971792664
PRY,Paraguay,600,2015,156462,6688746,2.339182860285022,209,847091,156462,0.1266442170176592
PRY,Paraguay,600,2019,160519,7044636,2.2785989226412835,256,876638,160519,0.12444049628682022
PER,Peru,604,1990,56688,22071433,0.2568387834174609,724,314854,56688,0.014265226911184245
PER,Peru,604,1995,56732,24299160,0.23347309125089097,610,509283,56732,0.020958872652387984
PER,Peru,604,2000,66300,26459944,0.25056742372546215,694,699598,66300,0.026439889668700735
PER,Peru,604,2005,77877,27866145,0.27946815033080463,1184,973644,77877,0.03494003207117454
PER,Peru,604,2010,104706,29027674,0.3607109546565805,1410,1302167,104706,0.0448595020048799
PER,Peru,604,2015,154774,30470734,0.5079431299554517,1867,1416791,154774,0.04649677949996216
PER,Peru,604,2019,782169,32510453,2.405900034675001,196133,1544212,782169,0.04749893826456371
SUR,Suriname,740,1990,18083,405168,4.463086917031947,52,179870,18083,0.44393930418986693
SUR,Suriname,740,1995,22320,441851,5.051476628999369,50,193707,22320,0.4383989172820702
SUR,Suriname,740,2000,27506,470949,5.840547490280263,1,213526,27506,0.4533951659309182
SUR,Suriname,740,2005,33664,499464,6.740025307129242,2,252472,33664,0.5054858808642865
SUR,Suriname,740,2010,39713,529131,7.505324768346592,8,261654,39713,0.4944975818842593
SUR,Suriname,740,2015,43127,559143,7.713053726864148,5,282417,43127,0.5050890380457236
SUR,Suriname,740,2019,46157,581372,7.9393228432053835,91,284568,46157,0.489476617380954
URY,Uruguay,858,1990,98116,3109601,3.1552601121494366,87,237486,98116,0.07637185606770772
URY,Uruguay,858,1995,93428,3224281,2.897638264158738,132,233993,93428,0.07257214864337197
URY,Uruguay,858,2000,88874,3319736,2.6771405919024884,82,235641,88874,0.07098184915908975
URY,Uruguay,858,2005,82317,3321803,2.4780819332151847,130,299038,82317,0.09002279786007779
URY,Uruguay,858,2010,76303,3359275,2.271412730425464,229,338334,76303,0.10071637481301769
URY,Uruguay,858,2015,78799,3412009,2.3094604967337427,380,354222,78799,0.10381625605325191
URY,Uruguay,858,2019,81482,3461734,2.3537914813789853,2373,371169,81482,0.10722054323064684
VEN,Venezuela (Bolivarian Republic of),862,1990,1025009,19632665,5.220936637995911,1750,185946,1025009,0.009471256194714268
VEN,Venezuela (Bolivarian Republic of),862,1995,1019996,21931084,4.650914656110934,1613,242811,1019996,0.011071545756698574
VEN,Venezuela (Bolivarian Republic of),862,2000,1013738,24192446,4.190307999447431,207,319240,1013738,0.013195854606847112
VEN,Venezuela (Bolivarian Republic of),862,2005,1076474,26432447,4.072547653268726,6320,438692,1076474,0.016596722959474768
VEN,Venezuela (Bolivarian Republic of),862,2010,1347347,28439940,4.737517027110465,217406,558491,1347347,0.0196375590103214
VEN,Venezuela (Bolivarian Republic of),862,2015,1404448,30081829,4.668758671555509,173989,704864,1404448,0.023431553978981796
VEN,Venezuela (Bolivarian Republic of),862,2019,1375690,28515829,4.824303021314933,123678,2534976,1375690,0.08889715252535706
NA,OCEANIA,909,1990,4731848,27298690,17.333608316003442,110670,NA,4731848,NA
NA,OCEANIA,909,1995,5022287,29389647.000000004,17.08862648129118,92440,NA,5022287,NA
NA,OCEANIA,909,2000,5361231,31425103.000000004,17.060345036896138,83235,NA,5361231,NA
NA,OCEANIA,909,2005,6023412,33690208,17.87882105091189,82168,NA,6023412,NA
NA,OCEANIA,909,2010,7127680,36873081,19.33030765723103,37794,NA,7127680,NA
NA,OCEANIA,909,2015,8069944,39858746,20.24635697269553,60487,NA,8069944,NA
NA,OCEANIA,909,2019,8927925,42128034.99999999,21.19236038424294,109308,NA,8927925,NA
NA,Australia / New Zealand,927,1990,4473260,20358769,21.97215362087953,102581,NA,4473260,NA
NA,Australia / New Zealand,927,1995,4741947,21668010.000000004,21.88455238852114,82839,NA,4741947,NA
NA,Australia / New Zealand,927,2000,5065063,22850430,22.166160549276317,76169,NA,5065063,NA
NA,Australia / New Zealand,927,2005,5717982,24313895,23.517342655300602,72029,NA,5717982,NA
NA,Australia / New Zealand,927,2010,6830423,26524741,25.751139285393965,27812,NA,6830423,NA
NA,Australia / New Zealand,927,2015,7769466,28547034,27.216368607680927,49627,NA,7769466,NA
NA,Australia / New Zealand,927,2019,8618009,29986261,28.739858563893648,98172,NA,8618009,NA
AUS,Australia,36,1990,3955213,16960597,23.320010492555184,97915,303696,3955213,0.017905973474872376
AUS,Australia,36,1995,4153330,17993074,23.082937356896327,79081,344311,4153330,0.019135751900981456
AUS,Australia,36,2000,4386250,18991431,23.095942585895713,71246,385120,4386250,0.02027861934153356
AUS,Australia,36,2005,4878030,20178540,24.174345616679897,66722,430599,4878030,0.02133945270569625
AUS,Australia,36,2010,5882980,22154679,26.554119786614827,25505,487844,5882980,0.022019908300183452
AUS,Australia,36,2015,6729730,23932502,28.119625770845023,48005,529753,6729730,0.022135295340203042
AUS,Australia,36,2019,7549270,25203198,29.953619377985284,96295,577338,7549270,0.022907331045845847
NZL,New Zealand,554,1990,518047,3398172,15.2448728316283,4666,388173,518047,0.11422994480561902
NZL,New Zealand,554,1995,588617,3674936,16.017068052341592,3758,417098,588617,0.11349803098611785
NZL,New Zealand,554,2000,678813,3858999,17.590390668668224,4923,490020,678813,0.1269811160873584
NZL,New Zealand,554,2005,839952,4135354.9999999995,20.311484745565984,5307,556056,839952,0.13446390938625585
NZL,New Zealand,554,2010,947443,4370062,21.680310256467756,2307,662996,947443,0.15171317935535011
NZL,New Zealand,554,2015,1039736,4614532,22.531775703364936,1622,745753,1039736,0.1616096713599559
NZL,New Zealand,554,2019,1068739,4783063,22.34423840957144,1877,787715,1068739,0.16468840155356515
NA,Melanesia,928,1990,91200,5973187,1.526823118044019,8089,NA,91200,NA
NA,Melanesia,928,1995,96828,6683217.000000001,1.4488232239054932,9601,NA,96828,NA
NA,Melanesia,928,2000,95281,7473493,1.2749192378985301,7066,NA,95281,NA
NA,Melanesia,928,2005,104017,8232148.999999999,1.2635461287204595,10139,NA,104017,NA
NA,Melanesia,928,2010,110685,9187924,1.2046790983469173,9704,NA,110685,NA
NA,Melanesia,928,2015,119344,10121715,1.1790887216247445,9980,NA,119344,NA
NA,Melanesia,928,2019,123564,10918517,1.1316921519653265,10041,NA,123564,NA
FJI,Fiji,242,1990,13283,728573,1.8231529304544636,0,90166,13283,0.12375698797512398
FJI,Fiji,242,1995,13001,775425,1.6766289454170296,0,106495,13001,0.13733758906406165
FJI,Fiji,242,2000,12719,811006,1.5682991247906921,0,131917,12719,0.16265847601620703
FJI,Fiji,242,2005,12435,821604,1.513502855390188,1,156671,12435,0.19068918846548946
FJI,Fiji,242,2010,13351,859818,1.552770470029704,1,182913,13351,0.21273455545243294
FJI,Fiji,242,2015,13751,868627,1.583073056674499,20,207986,13751,0.23944224621154994
FJI,Fiji,242,2019,14038,889953,1.5773866709815014,19,222728,14038,0.2502693962490154
NCL,New Caledonia,540,1990,37673,170336,22.116874882585005,0,4151,37673,0.024369481495397333
NCL,New Caledonia,540,1995,43662,193293,22.58850553305086,0,4603,43662,0.023813588696952295
NCL,New Caledonia,540,2000,49651,217269,22.852316713382947,0,4945,49651,0.022759804666105152
NCL,New Caledonia,540,2005,55405,236442,23.432808045947844,0,5225,55405,0.022098442747058474
NCL,New Caledonia,540,2010,61158,253527,24.12287448674106,0,4911,61158,0.019370717911701713
NCL,New Caledonia,540,2015,68881,271065,25.411248224595575,0,4550,68881,0.016785641820227622
NCL,New Caledonia,540,2019,72537,282750,25.654111405835543,0,4833,72537,0.017092838196286472
PNG,Papua New Guinea,598,1990,33710,4615839,0.730311434172639,8089,3111,33710,6.739836463100208e-4
PNG,Papua New Guinea,598,1995,33526,5187060,0.6463391593696621,9601,4063,33526,7.832953542083569e-4
PNG,Papua New Guinea,598,2000,26304,5847586,0.449826646414435,7066,4556,26304,7.791249243705009e-4
PNG,Papua New Guinea,598,2005,30106,6494903,0.46353271172795035,10138,4502,30106,6.931589278546577e-4
PNG,Papua New Guinea,598,2010,30425,7310507,0.4161818051743881,9699,4238,30425,5.79713554750717e-4
PNG,Papua New Guinea,598,2015,30940,8107775,0.3816090111035395,9955,5078,30940,6.263123976676709e-4
PNG,Papua New Guinea,598,2019,31212,8776109,0.35564736035069755,10018,4753,31212,5.415839753129775e-4
SLB,Solomon Islands,90,1990,4226,311866,1.3550691643205737,0,2212,4226,0.007092789852051843
SLB,Solomon Islands,90,1995,4178,359281,1.1628780815016657,0,2542,4178,0.007075241941544362
SLB,Solomon Islands,90,2000,3981,412660,0.9647167159404836,0,2728,3981,0.0066107691562060774
SLB,Solomon Islands,90,2005,3271,469918,0.6960788903595947,0,3000,3271,0.006384092543805515
SLB,Solomon Islands,90,2010,2760,527861,0.5228649208787919,0,3348,2760,0.006342578822834041
SLB,Solomon Islands,90,2015,2585,603118,0.4286060107640627,3,3870,2585,0.006416654783972622
SLB,Solomon Islands,90,2019,2532,669823,0.3780103101864224,3,4234,2532,0.006321072880447521
VUT,Vanuatu,548,1990,2308,146573,1.5746419872691422,0,5060,2308,0.03452204703458345
VUT,Vanuatu,548,1995,2461,168158,1.4635045611865034,0,5797,2461,0.03447353084599008
VUT,Vanuatu,548,2000,2626,184972,1.4196743290876457,0,6423,2626,0.03472417446964946
VUT,Vanuatu,548,2005,2800,209282,1.3379077034814268,0,7437,2800,0.03553578425282633
VUT,Vanuatu,548,2010,2991,236211,1.2662407762551278,4,7846,2991,0.033216065297551764
VUT,Vanuatu,548,2015,3187,271130,1.1754508907166303,2,6887,3187,0.02540109910375097
VUT,Vanuatu,548,2019,3245,299882,1.0820922896339227,1,7346,3245,0.024496301878738972
NA,Micronesia,954,1990,108969,416769,26.146138508382343,0,NA,108969,NA
NA,Micronesia,954,1995,118687,454931.99999999994,26.088953953557898,0,NA,118687,NA
NA,Micronesia,954,2000,130186,484775,26.854932700737457,0,NA,130186,NA
NA,Micronesia,954,2005,128390,498285.99999999994,25.766326968849217,0,NA,128390,NA
NA,Micronesia,954,2010,115020,503578.99999999994,22.840507646268016,278,NA,115020,NA
NA,Micronesia,954,2015,113523,522945.00000000006,21.7084014571322,880,NA,113523,NA
NA,Micronesia,954,2019,117978,543486,21.70764288316534,1092,NA,117978,NA
GUM,Guam,316,1990,69755,130482,53.4594810012109,0,1376,69755,0.010545515856593246
GUM,Guam,316,1995,71912,145561,49.40334292839428,0,1616,71912,0.011101874815369502
GUM,Guam,316,2000,74070,155329,47.685879649003084,0,2801,74070,0.018032691899130232
GUM,Guam,316,2005,74743,158402,47.185641595434404,0,2541,74743,0.01604146412292774
GUM,Guam,316,2010,75416,159444,47.29936529439804,0,2217,75416,0.013904568375103484
GUM,Guam,316,2015,76089,161853,47.01117680858557,0,2145,76089,0.01325276639913996
GUM,Guam,316,2019,79846,167294,47.72795198871448,0,2197,79846,0.013132569010245437
KIR,Kiribati,296,1990,2162,72400,2.986187845303867,0,4053,2162,0.05598066298342541
KIR,Kiribati,296,1995,2223,77723,2.8601572250170477,0,4246,2223,0.05462990363212949
KIR,Kiribati,296,2000,2283,84396,2.705104507322622,0,3991,2283,0.047288971041281574
KIR,Kiribati,296,2005,2487,92325,2.69374492282697,0,4021,2487,0.04355266720823179
KIR,Kiribati,296,2010,2868,102927,2.786440875572007,0,3556,2868,0.034548757857510666
KIR,Kiribati,296,2015,2919,110930,2.631389164337871,0,4122,2919,0.03715856846660056
KIR,Kiribati,296,2019,3022,117606,2.569596789279459,0,4370,3022,0.037157968130877676
MHL,Marshall Islands,584,1990,1158,47271,2.4497048930634007,0,1426,1158,0.030166486852404223
MHL,Marshall Islands,584,1995,1480,50457,2.9331906375725865,0,4154,1480,0.08232752640862516
MHL,Marshall Islands,584,2000,1891,50753,3.7258881248399107,0,6976,1891,0.1374500029554903
MHL,Marshall Islands,584,2005,2417,55258,4.374027290166129,0,6654,2417,0.1204169532013464
MHL,Marshall Islands,584,2010,3089,56366,5.480254053862257,0,6483,3089,0.11501614448426356
MHL,Marshall Islands,584,2015,3284,57439,5.71736973136719,0,7618,3284,0.13262765716673341
MHL,Marshall Islands,584,2019,3296,58791,5.606300284057084,0,8205,3296,0.13956217788437006
FSM,Micronesia (Fed. States of),583,1990,3685,96301,3.826543857280817,0,7714,3685,0.08010301035295583
FSM,Micronesia (Fed. States of),583,1995,3342,107529,3.107998772424183,0,12139,3342,0.11289047605762166
FSM,Micronesia (Fed. States of),583,2000,3116,107402,2.901249511182287,0,16915,3116,0.1574924116869332
FSM,Micronesia (Fed. States of),583,2005,2905,106129,2.7372348745394754,0,18347,2905,0.1728745206305534
FSM,Micronesia (Fed. States of),583,2010,2806,102911,2.7266278629106706,1,19406,2806,0.18857070672717202
FSM,Micronesia (Fed. States of),583,2015,2756,108895,2.530878369071124,14,20634,2756,0.18948528398916387
